"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2016","2016","NBR","Number","0","Units",,,140682024,,
"KOR","Korea","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2008","2008","NBR","Number","0","Units",,,267009002,,
"KOR","Korea","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2009","2009","NBR","Number","0","Units",,,268647522,,
"KOR","Korea","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2010","2010","NBR","Number","0","Units",,,263633471,,
"KOR","Korea","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2011","2011","NBR","Number","0","Units",,,201976000,,
"KOR","Korea","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2012","2012","NBR","Number","0","Units",,,244102488,,
"KOR","Korea","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2013","2013","NBR","Number","0","Units",,,257852307,,
"KOR","Korea","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2014","2014","NBR","Number","0","Units",,,269268235,,
"KOR","Korea","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2015","2015","NBR","Number","0","Units",,,268297184,,
"KOR","Korea","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2016","2016","NBR","Number","0","Units",,,271696131,,
"MEX","Mexico","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,113326313.932,,
"MEX","Mexico","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,106792556.949,,
"MEX","Mexico","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,112868177.052,,
"MEX","Mexico","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,121385486.892,,
"MEX","Mexico","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,126933473.595,,
"MEX","Mexico","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,129356385.753,,
"MEX","Mexico","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,143034801.607,,
"MEX","Mexico","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,143754201.55,,
"MEX","Mexico","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,150444665.769,"P","Provisional value"
"NZL","New Zealand","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,18825000,,
"NZL","New Zealand","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,18734000,,
"NZL","New Zealand","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,18829000,,
"NZL","New Zealand","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,19033000,,
"NZL","New Zealand","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,19250000,,
"NZL","New Zealand","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,19630000,,
"NZL","New Zealand","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,20758000,,
"NZL","New Zealand","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,21537000,,
"NZL","New Zealand","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,22049000,,
"POL","Poland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,17300000,,
"POL","Poland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,17036000,,
"POL","Poland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,19112000,,
"POL","Poland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,20785000,,
"POL","Poland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,21466000,,
"POL","Poland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,22605000,,
"POL","Poland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,24982000,,
"POL","Poland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,27502000,,
"POL","Poland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,31405000,,
"POL","Poland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,29172000,,
"POL","Poland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,28374000,,
"POL","Poland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,26618000,,
"POL","Poland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,25743000,,
"POL","Poland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,26775000,,
"POL","Poland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,25928000,,
"POL","Poland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,26545000,,
"POL","Poland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,27676000,,
"POL","Poland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,29734000,,
"POL","Poland","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2012","2012","NBR","Number","0","Units",,,1898000,,
"POL","Poland","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2013","2013","NBR","Number","0","Units",,,1955000,,
"POL","Poland","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2014","2014","NBR","Number","0","Units",,,2060000,,
"POL","Poland","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2015","2015","NBR","Number","0","Units",,,2299000,,
"POL","Poland","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2016","2016","NBR","Number","0","Units",,,2676000,,
"ESP","Spain","TRIPS_TOTAL","Total domestic trips","2008","2008","NBR","Number","0","Units",,,392901246.833,,
"ESP","Spain","TRIPS_TOTAL","Total domestic trips","2009","2009","NBR","Number","0","Units",,,365253113.939,,
"ESP","Spain","TRIPS_TOTAL","Total domestic trips","2010","2010","NBR","Number","0","Units",,,354424812.005,,
"ESP","Spain","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,347695122.356,,
"ESP","Spain","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,372811203.647,,
"ESP","Spain","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,398422953.504,,
"ESP","Spain","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,462760815.947,,
"ESP","Spain","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,345599102,"B","Break"
"ESP","Spain","TRIPS_TOTAL","Total domestic trips","2016","2016","NBR","Number","0","Units",,,370396769,,
"ESP","Spain","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2008","2008","NBR","Number","0","Units",,,235286701.526,,
"ESP","Spain","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2009","2009","NBR","Number","0","Units",,,210257808.204,,
"ESP","Spain","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2010","2010","NBR","Number","0","Units",,,208947392.464,,
"ESP","Spain","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2011","2011","NBR","Number","0","Units",,,200287486.353,,
"ESP","Spain","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,224441827.781,,
"ESP","Spain","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,253895701.847,,
"ESP","Spain","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,323146211.002,,
"ESP","Spain","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2015","2015","NBR","Number","0","Units",,,221676141,"B","Break"
"ESP","Spain","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2016","2016","NBR","Number","0","Units",,,238195864,,
"ESP","Spain","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,107956576.617,,
"ESP","Spain","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,106565088.662,,
"ESP","Spain","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,107290968.943,,
"ESP","Spain","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,111755017.408,,
"ESP","Spain","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,98985090.183,,
"ESP","Spain","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,97099817.996,,
"ESP","Spain","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,95567983.201,,
"ESP","Spain","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,84074107,"B","Break"
"ESP","Spain","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,91254139,,
"ESP","Spain","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,62039716.599,,
"ESP","Spain","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,52907147.444,,
"ESP","Spain","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,46717880.091,,
"ESP","Spain","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,49550941.864,,
"ESP","Spain","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,45341281.628,,
"ESP","Spain","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,42910735.577,,
"ESP","Spain","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,41577118.713,,
"ESP","Spain","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,27574493,"B","Break"
"ESP","Spain","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,32702011,,
"ESP","Spain","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2008","2008","NBR","Number","0","Units",,,511697685.297,,
"ESP","Spain","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2009","2009","NBR","Number","0","Units",,,515262637.662,,
"ESP","Spain","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2010","2010","NBR","Number","0","Units",,,482405665.668,,
"ESP","Spain","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2011","2011","NBR","Number","0","Units",,,488173380.115,,
"ESP","Spain","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2012","2012","NBR","Number","0","Units",,,503604171.973,,
"ESP","Spain","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2013","2013","NBR","Number","0","Units",,,517769707.465,,
"ESP","Spain","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2014","2014","NBR","Number","0","Units",,,484690273.442,,
"ESP","Spain","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2015","2015","NBR","Number","0","Units",,,364810339,"B","Break"
"ESP","Spain","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2016","2016","NBR","Number","0","Units",,,384801886,,
"CHE","Switzerland","TRIPS_TOTAL","Total domestic trips","2008","2008","NBR","Number","0","Units",,,81316751.55,,
"CHE","Switzerland","TRIPS_TOTAL","Total domestic trips","2009","2009","NBR","Number","0","Units",,,76112097.16,,
"CHE","Switzerland","TRIPS_TOTAL","Total domestic trips","2010","2010","NBR","Number","0","Units",,,68596743.53,,
"CHE","Switzerland","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,61119444.09,,
"CHE","Switzerland","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,70139997.06,"B","Break"
"CHE","Switzerland","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,76634849.64,,
"CHE","Switzerland","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,76000377.3,,
"CHE","Switzerland","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,78049717.45,,
"CHE","Switzerland","TRIPS_TOTAL","Total domestic trips","2016","2016","NBR","Number","0","Units",,,76374077.89,,
"CHE","Switzerland","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2008","2008","NBR","Number","0","Units",,,72394446.55,,
"CHE","Switzerland","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2009","2009","NBR","Number","0","Units",,,69382142.16,,
"CHE","Switzerland","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2010","2010","NBR","Number","0","Units",,,62012341.53,,
"CHE","Switzerland","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2011","2011","NBR","Number","0","Units",,,55340305.09,,
"CHE","Switzerland","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,62723368.06,"B","Break"
"CHE","Switzerland","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,67986668.64,,
"CHE","Switzerland","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,68268078.3,,
"CHE","Switzerland","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2015","2015","NBR","Number","0","Units",,,70219579.45,,
"CHE","Switzerland","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2016","2016","NBR","Number","0","Units",,,68908754.2,,
"COL","Colombia","TRIPS_TOTAL","Total domestic trips","2008","2008","NBR","Number","0","Units",,,8999245,,
"COL","Colombia","TRIPS_TOTAL","Total domestic trips","2009","2009","NBR","Number","0","Units",,,10125253,,
"COL","Colombia","TRIPS_TOTAL","Total domestic trips","2010","2010","NBR","Number","0","Units",,,13245852,,
"COL","Colombia","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,10482332,,
"COL","Colombia","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,16104117,,
"COL","Colombia","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,18923994,,
"COL","Colombia","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,20103234,,
"COL","Colombia","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,22238027,,
"COL","Colombia","TRIPS_TOTAL","Total domestic trips","2016","2016","NBR","Number","0","Units",,,23178568,,
"HRV","Croatia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2009","2009","NBR","Number","0","Units",,,21350000,,
"HRV","Croatia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2011","2011","NBR","Number","0","Units",,,25159000,,
"HRV","Croatia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2012","2012","NBR","Number","0","Units",,,24153000,,
"HRV","Croatia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2013","2013","NBR","Number","0","Units",,,24484000,,
"HRV","Croatia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2014","2014","NBR","Number","0","Units",,,23598000,,
"HRV","Croatia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2015","2015","NBR","Number","0","Units",,,20579000,,
"HRV","Croatia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2016","2016","NBR","Number","0","Units",,,15807000,"B","Break"
"EGY","Egypt","TRIPS_TOTAL","Total domestic trips","2009","2009","NBR","Number","0","Units",,,17750605,,
"EGY","Egypt","TRIPS_TOTAL","Total domestic trips","2010","2010","NBR","Number","0","Units",,,18190352,,
"EGY","Egypt","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,16481153,,
"EGY","Egypt","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,16724942,,
"EGY","Egypt","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,19548564,,
"EGY","Egypt","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,20052946,,
"EGY","Egypt","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,20547863,,
"EGY","Egypt","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2009","2009","NBR","Number","0","Units",,,9845851,,
"EGY","Egypt","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2010","2010","NBR","Number","0","Units",,,10089911,,
"EGY","Egypt","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2011","2011","NBR","Number","0","Units",,,9141305,,
"EGY","Egypt","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,9269256,,
"EGY","Egypt","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,10835710,,
"EGY","Egypt","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,11124996,,
"EGY","Egypt","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2015","2015","NBR","Number","0","Units",,,11399675,,
"ISR","Israel","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,12293800,,
"ISR","Israel","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,12797700,,
"ISR","Israel","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,12930900,,
"ISR","Israel","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,12952400,,
"ISR","Israel","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,13360400,,
"ISR","Israel","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,13564100,,
"ISR","Israel","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,13762400,,
"ISR","Israel","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,14368200,,
"ISR","Israel","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,14549100,,
"ISR","Israel","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,1125400,,
"ISR","Israel","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,984800,,
"ISR","Israel","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,952900,,
"ISR","Israel","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,973200,,
"ISR","Israel","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,966900,,
"ISR","Israel","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,990700,,
"ISR","Israel","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,1013400,,
"ISR","Israel","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,1012000,,
"ISR","Israel","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,1079600,,
"ISR","Israel","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2008","2008","NBR","Number","0","Units",,,1015100,,
"ISR","Israel","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2009","2009","NBR","Number","0","Units",,,1002700,,
"ISR","Israel","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2010","2010","NBR","Number","0","Units",,,1081000,,
"ISR","Israel","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2011","2011","NBR","Number","0","Units",,,1051300,,
"ISR","Israel","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2012","2012","NBR","Number","0","Units",,,1026400,,
"ISR","Israel","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2013","2013","NBR","Number","0","Units",,,1043200,,
"ISR","Israel","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2014","2014","NBR","Number","0","Units",,,982600,,
"ISR","Israel","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2015","2015","NBR","Number","0","Units",,,965200,,
"ISR","Israel","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2016","2016","NBR","Number","0","Units",,,983500,,
"ISR","Israel","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2008","2008","NBR","Number","0","Units",,,891200,,
"ISR","Israel","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2009","2009","NBR","Number","0","Units",,,813800,,
"ISR","Israel","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2010","2010","NBR","Number","0","Units",,,936400,,
"ISR","Israel","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2011","2011","NBR","Number","0","Units",,,888400,,
"ISR","Israel","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2012","2012","NBR","Number","0","Units",,,906100,,
"ISR","Israel","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2013","2013","NBR","Number","0","Units",,,853800,,
"ISR","Israel","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2014","2014","NBR","Number","0","Units",,,654900,,
"ISR","Israel","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2015","2015","NBR","Number","0","Units",,,720300,,
"ISR","Israel","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2016","2016","NBR","Number","0","Units",,,702900,,
"LVA","Latvia","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,12149383,"B","Break"
"LVA","Latvia","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,12150783,,
"LVA","Latvia","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,11412593,,
"LVA","Latvia","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,10690591,,
"LVA","Latvia","TRIPS_TOTAL","Total domestic trips","2016","2016","NBR","Number","0","Units",,,12197333,,
"LVA","Latvia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,8353313,"B","Break"
"LVA","Latvia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,8994587,,
"LVA","Latvia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,8154830,,
"LVA","Latvia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2015","2015","NBR","Number","0","Units",,,7718387,,
"LVA","Latvia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2016","2016","NBR","Number","0","Units",,,9126318,,
"LVA","Latvia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,450117,"B","Break"
"LVA","Latvia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,467490,,
"LVA","Latvia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,670867,,
"LVA","Latvia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,592063,,
"LVA","Latvia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,399667,,
"LVA","Latvia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,260976,"B","Break"
"LVA","Latvia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,248892,,
"LVA","Latvia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,319767,,
"LVA","Latvia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,434589,,
"LVA","Latvia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,357072,,
"LVA","Latvia","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2012","2012","NBR","Number","0","Units",,,219617,"B","Break"
"LVA","Latvia","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2013","2013","NBR","Number","0","Units",,,430724,,
"LVA","Latvia","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2014","2014","NBR","Number","0","Units",,,427078,,
"LVA","Latvia","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2015","2015","NBR","Number","0","Units",,,322007,,
"LVA","Latvia","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2016","2016","NBR","Number","0","Units",,,416170,,
"LVA","Latvia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2012","2012","NBR","Number","0","Units",,,6747624,"B","Break"
"LVA","Latvia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2013","2013","NBR","Number","0","Units",,,6141726,,
"LVA","Latvia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2014","2014","NBR","Number","0","Units",,,7029222,,
"LVA","Latvia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2015","2015","NBR","Number","0","Units",,,5192987,,
"LVA","Latvia","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2016","2016","NBR","Number","0","Units",,,6060175,,
"LTU","Lithuania","TRIPS_TOTAL","Total domestic trips","2008","2008","NBR","Number","0","Units",,,19950900,,
"LTU","Lithuania","TRIPS_TOTAL","Total domestic trips","2009","2009","NBR","Number","0","Units",,,16825500,,
"LTU","Lithuania","TRIPS_TOTAL","Total domestic trips","2010","2010","NBR","Number","0","Units",,,14373500,,
"LTU","Lithuania","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,14187500,,
"LTU","Lithuania","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,13855200,,
"LTU","Lithuania","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,13575400,,
"LTU","Lithuania","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,11247649.2,,
