"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2009","2009","NBR","Number","0","Units",,,35778720,"E","Estimated value"
"DNK","Denmark","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2010","2010","NBR","Number","0","Units",,,35778720,"E","Estimated value"
"DNK","Denmark","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2011","2011","NBR","Number","0","Units",,,35778720,"E","Estimated value"
"DNK","Denmark","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,35778720,"E","Estimated value"
"DNK","Denmark","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,35778720,"E","Estimated value"
"DNK","Denmark","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,35778720,"E","Estimated value"
"DNK","Denmark","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2015","2015","NBR","Number","0","Units",,,35778720,"E","Estimated value"
"DNK","Denmark","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2016","2016","NBR","Number","0","Units",,,35778720,"E","Estimated value"
"DNK","Denmark","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2008","2008","NBR","Number","0","Units",,,62848617,,
"DNK","Denmark","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2009","2009","NBR","Number","0","Units",,,61564296,,
"DNK","Denmark","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2010","2010","NBR","Number","0","Units",,,61464697,,
"DNK","Denmark","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2011","2011","NBR","Number","0","Units",,,62119854,,
"DNK","Denmark","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2012","2012","NBR","Number","0","Units",,,62138767,,
"DNK","Denmark","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2013","2013","NBR","Number","0","Units",,,62416811,,
"DNK","Denmark","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2014","2014","NBR","Number","0","Units",,,64138469.517,,
"DNK","Denmark","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2015","2015","NBR","Number","0","Units",,,64138469.517,,
"DNK","Denmark","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,9560578,,
"DNK","Denmark","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,8910547,,
"DNK","Denmark","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,9244136,,
"DNK","Denmark","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,9822573,,
"DNK","Denmark","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,10021555,,
"DNK","Denmark","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,10064810,,
"DNK","Denmark","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,10305023.73,,
"DNK","Denmark","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,11036994,,
"DNK","Denmark","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,5108427,,
"DNK","Denmark","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,4842555,,
"DNK","Denmark","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,4768437,,
"DNK","Denmark","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,4885876,,
"DNK","Denmark","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,5183579,,
"DNK","Denmark","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,5138945,,
"DNK","Denmark","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,6290120.716,,
"DNK","Denmark","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,6606043,,
"DNK","Denmark","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2008","2008","NBR","Number","0","Units",,,10997054,,
"DNK","Denmark","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2009","2009","NBR","Number","0","Units",,,10628636,,
"DNK","Denmark","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2010","2010","NBR","Number","0","Units",,,10269566,,
"DNK","Denmark","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2011","2011","NBR","Number","0","Units",,,10228847,,
"DNK","Denmark","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2012","2012","NBR","Number","0","Units",,,9751075,,
"DNK","Denmark","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2013","2013","NBR","Number","0","Units",,,10030498,,
"DNK","Denmark","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2014","2014","NBR","Number","0","Units",,,10360767.072,,
"DNK","Denmark","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2015","2015","NBR","Number","0","Units",,,10018951,,
"DNK","Denmark","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2008","2008","NBR","Number","0","Units",,,37182558,,
"DNK","Denmark","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2009","2009","NBR","Number","0","Units",,,37182558,,
"DNK","Denmark","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2010","2010","NBR","Number","0","Units",,,37182558,,
"DNK","Denmark","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2011","2011","NBR","Number","0","Units",,,37182558,,
"DNK","Denmark","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2012","2012","NBR","Number","0","Units",,,37182558,,
"DNK","Denmark","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2013","2013","NBR","Number","0","Units",,,37182558,,
"DNK","Denmark","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2014","2014","NBR","Number","0","Units",,,37182558,,
"DNK","Denmark","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2015","2015","NBR","Number","0","Units",,,37182558,,
"DEU","Germany","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,173028000,,
"DEU","Germany","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,172767000,,
"DEU","Germany","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,179956000,,
"DEU","Germany","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,189392000,,
"DEU","Germany","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,194562000,"B","Break"
"DEU","Germany","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,196499000,,
"DEU","Germany","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,201846000,,
"DEU","Germany","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,207127000,,
"DEU","Germany","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,213736000,,
"GRC","Greece","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2008","2008","NBR","Number","0","Units",,,93557297,,
"GRC","Greece","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2009","2009","NBR","Number","0","Units",,,92113528,,
"GRC","Greece","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2010","2010","NBR","Number","0","Units",,,64681095,,
"GRC","Greece","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2011","2011","NBR","Number","0","Units",,,64499576,,
"GRC","Greece","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2012","2012","NBR","Number","0","Units",,,45245868,,
"GRC","Greece","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2013","2013","NBR","Number","0","Units",,,47954678,,
"GRC","Greece","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2014","2014","NBR","Number","0","Units",,,53211508,,
"GRC","Greece","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2015","2015","NBR","Number","0","Units",,,48659919,,
"GRC","Greece","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2016","2016","NBR","Number","0","Units",,,46438123,,
"GRC","Greece","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,10059204,,
"GRC","Greece","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,10456349,,
"GRC","Greece","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,6895078,,
"GRC","Greece","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,7706649,,
"GRC","Greece","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,4596387,,
"GRC","Greece","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,4490817,,
"GRC","Greece","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,5487105,,
"GRC","Greece","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,5274767,,
"GRC","Greece","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,4404830,,
"GRC","Greece","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,2076245,,
"GRC","Greece","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,906546,,
"GRC","Greece","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,840691,,
"GRC","Greece","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,1168797,,
"GRC","Greece","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,570853,,
"GRC","Greece","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,355945,,
"GRC","Greece","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,832668,,
"GRC","Greece","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,401738,,
"GRC","Greece","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,366927,,
"GRC","Greece","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2008","2008","NBR","Number","0","Units",,,389823,,
"GRC","Greece","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2009","2009","NBR","Number","0","Units",,,431234,,
"GRC","Greece","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2010","2010","NBR","Number","0","Units",,,418027,,
"GRC","Greece","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2011","2011","NBR","Number","0","Units",,,627639,,
"GRC","Greece","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2012","2012","NBR","Number","0","Units",,,955585,,
"GRC","Greece","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2013","2013","NBR","Number","0","Units",,,537314,,
"GRC","Greece","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2014","2014","NBR","Number","0","Units",,,609300,,
"GRC","Greece","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2015","2015","NBR","Number","0","Units",,,480747,,
"GRC","Greece","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2016","2016","NBR","Number","0","Units",,,527556,,
"GRC","Greece","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2008","2008","NBR","Number","0","Units",,,81032025,,
"GRC","Greece","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2009","2009","NBR","Number","0","Units",,,80319399,,
"GRC","Greece","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2010","2010","NBR","Number","0","Units",,,56527299,,
"GRC","Greece","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2011","2011","NBR","Number","0","Units",,,54996491,,
"GRC","Greece","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2012","2012","NBR","Number","0","Units",,,39123043,,
"GRC","Greece","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2013","2013","NBR","Number","0","Units",,,42570602,,
"GRC","Greece","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2014","2014","NBR","Number","0","Units",,,46282435,,
"GRC","Greece","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2015","2015","NBR","Number","0","Units",,,42502667,,
"GRC","Greece","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2016","2016","NBR","Number","0","Units",,,41138810,,
"HUN","Hungary","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2008","2008","NBR","Number","0","Units",,,48973644,,
"HUN","Hungary","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2009","2009","NBR","Number","0","Units",,,39388024,,
"HUN","Hungary","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2010","2010","NBR","Number","0","Units",,,38058312,,
"HUN","Hungary","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2011","2011","NBR","Number","0","Units",,,41734431,,
"HUN","Hungary","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2012","2012","NBR","Number","0","Units",,,37780209,,
"HUN","Hungary","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2013","2013","NBR","Number","0","Units",,,30083397,,
"HUN","Hungary","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2014","2014","NBR","Number","0","Units",,,28697181,,
"HUN","Hungary","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2015","2015","NBR","Number","0","Units",,,29205173,,
"HUN","Hungary","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2016","2016","NBR","Number","0","Units",,,25076743,,
"ISL","Iceland","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2008","2008","NBR","Number","0","Units",,,793291,,
"ISL","Iceland","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2009","2009","NBR","Number","0","Units",,,870384,,
"ISL","Iceland","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2010","2010","NBR","Number","0","Units",,,854707,,
"ISL","Iceland","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2011","2011","NBR","Number","0","Units",,,804715,,
"ISL","Iceland","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2012","2012","NBR","Number","0","Units",,,853502,,
"ISL","Iceland","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2013","2013","NBR","Number","0","Units",,,1024559,,
"ISL","Iceland","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2014","2014","NBR","Number","0","Units",,,1085049,,
"ISL","Iceland","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2015","2015","NBR","Number","0","Units",,,908584,,
"ISL","Iceland","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2016","2016","NBR","Number","0","Units",,,1044416,,
"ISL","Iceland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,439952,,
"ISL","Iceland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,417922,,
"ISL","Iceland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,403245,,
"ISL","Iceland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,419575,,
"ISL","Iceland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,460508,,
"ISL","Iceland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,516378,,
"ISL","Iceland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,536744,,
"ISL","Iceland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,534148,,
"ISL","Iceland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,629964,,
"ISL","Iceland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,297844,,
"ISL","Iceland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,386934,,
"ISL","Iceland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,374885,,
"ISL","Iceland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,309011,,
"ISL","Iceland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,315930,,
"ISL","Iceland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,404831,,
"ISL","Iceland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,435297,,
"ISL","Iceland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,285424,,
"ISL","Iceland","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,304474,,
"ISL","Iceland","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2008","2008","NBR","Number","0","Units",,,38582,,
"ISL","Iceland","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2009","2009","NBR","Number","0","Units",,,46549,,
"ISL","Iceland","ACCOMM_SPECIALISED_NIGHTS","Specialised establishments","2010","2010","NBR","Number","0","Units",,,42153,,
